店铺ID,店铺名,店铺评论页,店铺所在位置,人均消费,评分,美食名称,店铺图片链接,纬度,经度,最低价格
690445884,大牛火锅（横琴励骏广场店）,https://i.meituan.com/poi/690445884/feedbacks,橫琴口岸/澳门通关,95.0,4.3,潮汕牛肉火锅,http://p0.meituan.net/w.h/biztone/690445884_1670123345241.jpeg,22.138,113.5434,18.0
40461682,长隆企鹅酒店-帝企鹅自助餐厅,https://i.meituan.com/poi/40461682/feedbacks,横琴,229.0,4.0,综合自助,http://p0.meituan.net/w.h/biztone/e09e7c4d419cd537f507105f615f4306175072.jpg,22.1008,113.5388,98.0
152309876,古法明爐（接霞庄店）,https://i.meituan.com/poi/152309876/feedbacks,御温泉度假区,64.0,4.2,农家菜,http://p0.meituan.net/w.h/merchant/461044a052e36fb332204c592cb636171389447.jpg,22.2433,113.1912,88.0
1268793236,蚝大仙（珠海日月贝店）,https://i.meituan.com/poi/1268793236/feedbacks,香洲汽车总站,107.0,3.8,海鲜火锅,http://p1.meituan.net/w.h/biztone/1268793236_1667301040154.jpeg,22.2815,113.5894,19.9
162808862,御味园泥烩鸡农庄,https://i.meituan.com/poi/162808862/feedbacks,御温泉度假区,50.0,3.9,粤菜,http://p0.meituan.net/w.h/biztone/9f2b81464efb4616e91dc3d24889c56f256770.jpg,22.2435,113.1914,40.0
1664154904,京一炭烤肉,https://i.meituan.com/poi/1664154904/feedbacks,香洲汽车总站,69.0,4.9,韩式烤肉,http://p0.meituan.net/w.h/biztone/1664154904_1645424026051.jpeg,22.2872,113.5734,1.28
1238657,金记猪肚鸡·椰子鸡复合型餐厅（珠海华策店）,https://i.meituan.com/poi/1238657/feedbacks,拱北,56.0,4.2,猪肚鸡火锅,http://p0.meituan.net/w.h/merchant/a1b5d6fb890b82b7c7f136b22f2826f4315221.jpg,22.2198,113.5555,15.0
1750679447,懂鹅·亚洲吃饭公司（日月贝店）,https://i.meituan.com/poi/1750679447/feedbacks,情侣中路/市政府,50.0,3.9,茶餐厅,http://p0.meituan.net/w.h/merchant/035dab1c22d3763d16099c36bcbf3563137375.jpg,22.2827,113.5898,12.9
992331976,小榮大勝茶餐厅（格力海岸店）,https://i.meituan.com/poi/992331976/feedbacks,唐家湾/唐家市场,34.0,4.1,茶餐厅,http://p1.meituan.net/w.h/biztone/192519551_1672429485175.jpeg,22.3491,113.6212,13.0
40786293,水禾轩·海鲜蒸汽主题餐厅（新香洲店）,https://i.meituan.com/poi/40786293/feedbacks,新香洲,92.0,4.2,海鲜,https://img.meituan.net/w.h/msmerchant/9cf4910700822c126551a9e474e168cf102680.png,22.2724,113.5363,47.0
158366872,颓记茶餐厅（美景总店）,https://i.meituan.com/poi/158366872/feedbacks,拱北,41.0,4.4,茶餐厅,http://p1.meituan.net/w.h/mogu/213ab766335c50cf20fbffa5ddabcc2522589.jpg,22.2278,113.5616,15.8
1721501219,客语-客家菜（金湾华发店）,https://i.meituan.com/poi/1721501219/feedbacks,三灶镇,65.0,4.4,粤菜,http://p1.meituan.net/w.h/biztone/5173328_1647482007572.jpeg,22.1134,113.3619,46.0
1431704453,小榮大勝茶餐厅（玖洲道第2分店）,https://i.meituan.com/poi/1431704453/feedbacks,拱北,33.0,4.2,茶餐厅,http://p1.meituan.net/w.h/biztone/192519551_1672429485175.jpeg,22.2378,113.5422,13.0
977671448,品稻GUANGE（湖心店）,https://i.meituan.com/poi/977671448/feedbacks,红旗镇,81.0,4.3,融合菜,http://p0.meituan.net/w.h/biztone/977671448_1651834153075.jpeg,22.1521,113.3542,95.0
1126615420,1001西域餐厅（华发商都店）,https://i.meituan.com/poi/1126615420/feedbacks,华发商都,78.0,4.3,新疆菜,http://p0.meituan.net/w.h/biztone/1126615420_1649515851477.jpeg,22.2247,113.5112,4.8
1128005350,渔圣大官人（海韵城店）,https://i.meituan.com/poi/1128005350/feedbacks,扬名广场,85.0,4.8,湘菜,http://p0.meituan.net/w.h/biztone/1128005350_1661914831427.jpeg,22.2817,113.5893,38.0
511756117,小榮大勝茶餐厅（扬名广场店）,https://i.meituan.com/poi/511756117/feedbacks,香洲汽车总站,33.0,4.0,茶餐厅,http://p1.meituan.net/w.h/biztone/192519551_1672429485175.jpeg,22.2755,113.5798,13.0
1803783030,喜庭海鲜自助（珠海环宇城店）,https://i.meituan.com/poi/1803783030/feedbacks,前山,168.0,4.3,海鲜自助,http://p0.meituan.net/w.h/biztone/745845792_1628479893448.jpeg,22.2337,113.5246,98.0
1068832237,冰火两重天·泰式火锅·小炒,https://i.meituan.com/poi/1068832237/feedbacks,吉大,41.0,4.7,泰国菜,http://p0.meituan.net/w.h/biztone/1068832237_1664537858229.jpeg,22.2537,113.5754,30.8
900541485,泰朝 Thai Dynasty,https://i.meituan.com/poi/900541485/feedbacks,橫琴口岸/澳门通关,99.0,4.5,泰国菜,http://p0.meituan.net/w.h/biztone/900541485_1646817406132.jpeg,22.134,113.5279,19.0
690754087,汉阳廷自助烤肉（华发商都店）,https://i.meituan.com/poi/690754087/feedbacks,华发商都,95.0,4.9,综合自助,http://p0.meituan.net/w.h/biztone/925579368_1677052487560.jpeg,22.2245,113.5092,19.9
1770646291,金汤潮猪肚鸡·椰子鸡（茂业百货店）,https://i.meituan.com/poi/1770646291/feedbacks,香洲汽车总站,57.0,4.7,猪肚鸡火锅,http://p0.meituan.net/w.h/merchant/a1b5d6fb890b82b7c7f136b22f2826f4315221.jpg,22.2784,113.5657,15.0
1993854065,燕园（北山店）,https://i.meituan.com/poi/1993854065/feedbacks,南屏,160.0,4.6,私房菜,http://p0.meituan.net/w.h/biztone/1993854065_1626841805368.jpeg,22.2221,113.5131,38.0
835427117,小榮大勝茶餐厅（拱北口岸店）,https://i.meituan.com/poi/835427117/feedbacks,拱北口岸,33.0,4.3,茶餐厅,http://p1.meituan.net/w.h/biztone/192519551_1672429485175.jpeg,22.2164,113.5533,13.0
1330819191,啫火啫啫煲（优特汇店）,https://i.meituan.com/poi/1330819191/feedbacks,香洲汽车总站,80.0,4.2,广州菜,http://p0.meituan.net/w.h/biztone/1330819191_1675302595243.jpeg,22.2782,113.5587,189.0
1238743,蒙肥羊火锅烤肉自助餐厅（香洲店）,https://i.meituan.com/poi/1238743/feedbacks,香洲汽车总站,66.0,3.9,综合自助,http://p0.meituan.net/w.h/merchant/d921aeaadef0607675705cdf1627f7e4520922.jpg,22.2765,113.5785,53.8
1383964260,勇气餐厅,https://i.meituan.com/poi/1383964260/feedbacks,横琴新区,60.0,4.7,茶餐厅,http://p0.meituan.net/w.h/merchant/5e82646bb07a252f422f2b419b3d7c1d82474.jpg,22.1319,113.4702,58.0
114032392,爱尚牛鼎记·潮汕牛肉火锅（金源广场店）,https://i.meituan.com/poi/114032392/feedbacks,横琴,88.0,4.3,潮汕牛肉火锅,http://p0.meituan.net/w.h/biztone/114032392_1670160178197.jpeg,22.1294,113.5426,15.0
1367308053,小岛波尔图（海韵城店）,https://i.meituan.com/poi/1367308053/feedbacks,香洲区,168.0,4.6,海鲜自助,http://p0.meituan.net/w.h/biztone/1367308053_1657957514610.jpeg,22.2819,113.5886,158.0
975396605,懂鹅·亚洲吃饭公司（城市阳台店）,https://i.meituan.com/poi/975396605/feedbacks,吉大,37.0,4.4,茶餐厅,http://p0.meituan.net/w.h/biztone/1236900502_1657342195793.jpeg,22.2633,113.5819,12.9
150344350,蓝波斯菊粤式鲜汤火锅（日月贝店）,https://i.meituan.com/poi/150344350/feedbacks,香洲汽车总站,98.0,4.4,小火锅,http://p0.meituan.net/w.h/biztone/150344350_1659080761182.jpeg,22.2817,113.5893,12.0
1238544,太艮堡毋米粥•粥底火锅•顺德菜（吉大店）,https://i.meituan.com/poi/1238544/feedbacks,吉大,95.0,4.3,顺德菜,http://p0.meituan.net/w.h/biztone/626611_1656248878024.jpeg,22.2415,113.587,45.0
42195458,探鱼·鲜青椒爽麻烤鱼（华发商都店）,https://i.meituan.com/poi/42195458/feedbacks,华发商都,91.0,4.3,烤鱼,http://p1.meituan.net/w.h/biztone/113954656_1677077472761.jpeg,22.2243,113.5095,49.5
165803898,两广海鲜大排档（长隆店）,https://i.meituan.com/poi/165803898/feedbacks,横琴,62.0,4.2,海鲜,http://p0.meituan.net/w.h/biztone/165803898_1668159185895.jpeg,22.1139,113.5492,18.0
184400759,Mr.水濑海鲜自助放题（香洲店）,https://i.meituan.com/poi/184400759/feedbacks,香洲汽车总站,389.0,3.8,海鲜自助,https://img.meituan.net/w.h/msmerchant/b068a4b750881021e10611234303de501349862.jpg,22.2784,113.5652,12.0
997902063,江渔儿酸菜鱼（奥园广场金发购物中心店）,https://i.meituan.com/poi/997902063/feedbacks,新香洲,71.0,4.2,酸菜鱼/水煮鱼,http://p0.meituan.net/w.h/biztone/0848bbcfc4676b63d32d9270db6c1ca8135950.jpg,22.2822,113.5147,79.0
542550978,水田边（玖洲道店）,https://i.meituan.com/poi/542550978/feedbacks,拱北,48.0,4.4,湘菜,http://p0.meituan.net/w.h/biztone/542550978_1623742653848.jpeg,22.2377,113.5422,6.8
1245725722,星旅餐厅,https://i.meituan.com/poi/1245725722/feedbacks,横琴新区,0.0,3.9,综合自助,http://p0.meituan.net/w.h/merchant/2a14706dc13168dfbbf6aabb77b9f91969452.jpg,22.1324,113.4697,48.0
104273752,潮发烤蚝王大排档（横琴长隆总店）,https://i.meituan.com/poi/104273752/feedbacks,横琴,58.0,4.9,海鲜,http://p0.meituan.net/w.h/biztone/104273752_1646918214836.jpeg,22.112,113.5496,18.0
672982729,巴蜀王婆大虾（海天店）,https://i.meituan.com/poi/672982729/feedbacks,香洲汽车总站,64.0,4.9,虾蟹火锅,http://p0.meituan.net/w.h/biztone/672982729_1672471794140.jpeg,22.2952,113.5751,36.9
42133280,共乐驿站•蒸汽火锅•海鲜•农家菜,https://i.meituan.com/poi/42133280/feedbacks,唐家湾/唐家市场,74.0,4.6,海鲜火锅,http://p0.meituan.net/w.h/biztone/42133280_1677049732889.jpeg,22.3593,113.5905,138.0
1972319700,麻辣英雄重庆火锅（玖洲道店）,https://i.meituan.com/poi/1972319700/feedbacks,富华里,100.0,4.1,重庆火锅,http://p0.meituan.net/w.h/biztone/1972319700_1675927481721.jpeg,22.2378,113.5416,15.8
40111100,万悦酒店·万悦轩海鲜酒家（拱北店）,https://i.meituan.com/poi/40111100/feedbacks,拱北口岸,81.0,4.0,粤菜,http://p0.meituan.net/w.h/biztone/40111100_1614082174121.jpeg,22.2184,113.5573,208.0
1199297150,姜虎东白丁烤肉（华发商都店）,https://i.meituan.com/poi/1199297150/feedbacks,华发商都,119.0,3.8,韩式烤肉,http://p0.meituan.net/w.h/biztone/1199297150_1600755007325.jpeg,22.2249,113.5119,48.0
950321098,i点港式餐厅（ICC横琴国际商务中心店）,https://i.meituan.com/poi/950321098/feedbacks,橫琴口岸/澳门通关,39.0,4.5,茶餐厅,http://p0.meituan.net/w.h/biztone/950321098_1648472916665.jpeg,22.1438,113.5447,22.8
86606748,珠海华发喜来登酒店-FEAST全日餐厅,https://i.meituan.com/poi/86606748/feedbacks,湾仔,265.0,4.4,综合自助,http://p1.meituan.net/w.h/biztone/86606748_1621393911332.jpeg,22.1703,113.5256,9.9
1192706176,益兴民间美食,https://i.meituan.com/poi/1192706176/feedbacks,御温泉度假区,56.0,4.6,农家菜,http://p0.meituan.net/w.h/biztone/1192706176_1641385858948.jpeg,22.2315,113.2048,88.0
786434593,荷塘蛙语,https://i.meituan.com/poi/786434593/feedbacks,三灶镇,56.0,4.0,干锅/香锅,http://p0.meituan.net/w.h/biztone/786434593_1670460326822.jpeg,22.0509,113.3474,88.0
40546123,横琴公社餐厅,https://i.meituan.com/poi/40546123/feedbacks,横琴新区,129.0,3.8,粤菜,http://p1.meituan.net/w.h/merchant/89640a807bce1f1ed4b8a57ff9d1b1ea126968.jpg,22.129,113.4884,0.0
651797464,嘟嘟泰国小馆（金湾华发商都店）,https://i.meituan.com/poi/651797464/feedbacks,三灶镇,68.0,3.5,泰国菜,http://p0.meituan.net/w.h/biztone/651797464_1667876979475.jpeg,22.1142,113.3613,45.0
778868868,名家烤肉店（横琴励骏广场店）,https://i.meituan.com/poi/778868868/feedbacks,橫琴口岸/澳门通关,87.0,4.5,韩式烤肉,http://p0.meituan.net/w.h/biztone/778868868_1637310382016.jpeg,22.1375,113.5426,2.88
1979083443,欧巴君炭烤肉（前山店）,https://i.meituan.com/poi/1979083443/feedbacks,前山,77.0,5.0,韩式烤肉,http://p0.meituan.net/w.h/biztone/1979083443_1658069161365.jpeg,22.2446,113.5205,19.9
1239572329,横琴人家  神箭山庄（横琴长隆店）,https://i.meituan.com/poi/1239572329/feedbacks,横琴新区,62.0,4.6,粤菜,http://p0.meituan.net/w.h/biztone/1239572329_1669013545911.jpeg,22.0942,113.5004,18.0
172476987,焱燚香泥炉烤肉（南屏店）,https://i.meituan.com/poi/172476987/feedbacks,南屏,69.0,4.3,融合烤肉,http://p0.meituan.net/w.h/biztone/172476987_1649407365366.jpeg,22.2259,113.5046,68.0
512304449,享悦中餐厅（横琴凯悦酒店）,https://i.meituan.com/poi/512304449/feedbacks,横琴新区,116.0,4.1,粤菜,https://img.meituan.net/w.h/msmerchant/b05c68834df0495c7bf12036cb62bc601538798.jpg,22.1246,113.5176,138.0
1912638789,海利茶餐厅（文德广场店）,https://i.meituan.com/poi/1912638789/feedbacks,海泉湾度假区,49.0,4.3,茶餐厅,https://img.meituan.net/w.h/msmerchant/116229ffc5c1c620c996a9be800406bf94402.jpg,22.0964,113.1764,19.9
881172560,小榮大勝茶餐厅（宝龙广场店）,https://i.meituan.com/poi/881172560/feedbacks,金鼎/珠海北站,30.0,4.1,茶餐厅,http://p1.meituan.net/w.h/biztone/192519551_1672429485175.jpeg,22.3818,113.5506,13.0
1807040148,面东家（珠海金发购物中心店）,https://i.meituan.com/poi/1807040148/feedbacks,新香洲,49.0,4.4,西北菜,http://p0.meituan.net/w.h/biztone/1807040148_1676390260458.jpeg,22.2826,113.5147,6.6
186251592,点都德（拱北店）,https://i.meituan.com/poi/186251592/feedbacks,摩尔广场,79.0,4.4,粤式茶点,http://p0.meituan.net/w.h/biztone/1902108629_1628059929803.jpeg,22.2331,113.5511,95.0
700336647,九野牧人原味烤肉（北山店）,https://i.meituan.com/poi/700336647/feedbacks,南屏,104.0,4.5,融合烤肉,http://p0.meituan.net/w.h/biztone/700336647_1666246602621.jpeg,22.2217,113.5136,10.1
159633014,水禾轩·海鲜蒸汽主题餐厅（夏湾店）,https://i.meituan.com/poi/159633014/feedbacks,夏湾,113.0,4.4,海鲜,https://img.meituan.net/w.h/msmerchant/9cf4910700822c126551a9e474e168cf102680.png,22.2182,113.543,47.0
932233535,朴社炭火烤肉（井岸店）,https://i.meituan.com/poi/932233535/feedbacks,井岸镇,69.0,4.9,韩式烤肉,http://p0.meituan.net/w.h/biztone/932233535_1672223073471.jpeg,22.1997,113.3021,7.9
179100999,小荷居（接霞庄店）,https://i.meituan.com/poi/179100999/feedbacks,御温泉度假区,73.0,4.6,农家菜,http://p0.meituan.net/w.h/merchant/9947073bc6e264e11dba2ae55ce323bf702519.jpg,22.2424,113.1925,80.0
1455881492,珠海湾壹号·盛宴,https://i.meituan.com/poi/1455881492/feedbacks,吉大,103.0,3.8,粤式茶点,http://p0.meituan.net/w.h/biztone/1455881492_1657268851065.jpeg,22.2642,113.5818,13.8
1386290350,品稻GUANGE（唐家店）,https://i.meituan.com/poi/1386290350/feedbacks,唐家湾/唐家市场,88.0,4.5,融合菜,http://p1.meituan.net/w.h/biztone/1386290350_1651834167254.jpeg,22.3639,113.5983,95.0
540654813,得闲打边炉（拱北店）,https://i.meituan.com/poi/540654813/feedbacks,拱北,98.0,4.0,港式火锅,https://img.meituan.net/w.h/msmerchant/013023c7a59b52a619508f5f837e026b383198.jpg,22.2237,113.5494,158.0
1486374533,仙隐小鹿中華の日料（玖洲道店）,https://i.meituan.com/poi/1486374533/feedbacks,拱北,95.0,4.4,日本料理,http://p1.meituan.net/w.h/biztone/1441676250_1666348500925.jpeg,22.2386,113.5419,22.8
1364713685,大三巴茶餐厅（海天公园店）,https://i.meituan.com/poi/1364713685/feedbacks,香洲汽车总站,40.0,3.6,茶餐厅,http://p0.meituan.net/w.h/wmproduct/c77eae7a6c7debca524a6410d139872841281.jpg,22.2947,113.5761,39.0
1324477412,探粤者,https://i.meituan.com/poi/1324477412/feedbacks,金鼎/珠海北站,70.0,4.6,广州菜,http://p0.meituan.net/w.h/biztone/1324477412_1671593672148.jpeg,22.3821,113.551,36.9
1145332857,喜啫啫·冬瓜盅粥水火锅（宝龙城店）,https://i.meituan.com/poi/1145332857/feedbacks,金鼎/珠海北站,86.0,4.6,港式火锅,http://p0.meituan.net/w.h/biztone/1145332857_1668392743072.jpeg,22.3813,113.5513,68.8
80071060,唐家餸,https://i.meituan.com/poi/80071060/feedbacks,唐家湾/唐家市场,47.0,4.0,粤菜,http://p0.meituan.net/w.h/biztone/0ac14cf53245b1ee5e8935f60a8f760e29082.jpg,22.3601,113.5892,47.0
1900595772,渔铺餐厅,https://i.meituan.com/poi/1900595772/feedbacks,吉大,25.0,4.7,茶餐厅,http://p0.meituan.net/w.h/merchant/7cd600203b6e86888f868e313cb178ad227445.jpg,22.2493,113.5795,28.8
40675737,御温泉·大餐庙会,https://i.meituan.com/poi/40675737/feedbacks,御温泉度假区,330.0,4.4,综合自助,http://p0.meituan.net/w.h/ugcpic/a68176ec729e95a34a33e5bbca705f33,22.2478,113.1955,0.0
177392197,炭舍干锅（华发商都店）,https://i.meituan.com/poi/177392197/feedbacks,华发商都,85.0,4.3,干锅/香锅,http://p0.meituan.net/w.h/biztone/193392671_1670293676835.jpeg,22.2256,113.5126,10.01
1703401758,S1997· 甜心西餐（金湾华发商都店）,https://i.meituan.com/poi/1703401758/feedbacks,三灶镇,102.0,4.6,中西餐厅,http://p0.meituan.net/w.h/biztone/1703401758_1633955434518.jpeg,22.1155,113.3608,16.9
1768981117,越小姐•泰先生（玖洲道店）,https://i.meituan.com/poi/1768981117/feedbacks,拱北,82.0,4.0,泰国菜,http://p0.meituan.net/w.h/biztone/1768981117_1648087998030.jpeg,22.2385,113.5419,12.0
1900588524,喜合盛·放肆烤肉（奥园广场店）,https://i.meituan.com/poi/1900588524/feedbacks,新香洲,87.0,4.9,融合烤肉,http://p1.meituan.net/w.h/biztone/1900588524_1676615362787.jpeg,22.283,113.515,18.0
162818200,普宁|潮汕土黄牛火锅（吉大店）,https://i.meituan.com/poi/162818200/feedbacks,吉大,80.0,4.2,潮汕牛肉火锅,http://p0.meituan.net/w.h/biztone/1237456484_1646812365045.jpeg,22.2451,113.5729,26.0
41218579,金成记猪肚鸡（凤凰北店）,https://i.meituan.com/poi/41218579/feedbacks,香洲汽车总站,51.0,4.0,猪肚鸡火锅,http://p1.meituan.net/w.h/mogu/189a47cdee376c85d6e2137dae7ecfdd31752.jpg,22.2873,113.574,78.0
1173888605,江南壹号韩式烤肉（中央汇店）,https://i.meituan.com/poi/1173888605/feedbacks,橫琴口岸/澳门通关,84.0,4.7,韩式烤肉,http://p1.meituan.net/w.h/biztone/1173888605_1666423081866.jpeg,22.1293,113.5438,23.3
94161436,水禾轩·海鲜蒸汽主题餐厅（拱北店）,https://i.meituan.com/poi/94161436/feedbacks,拱北,93.0,4.4,海鲜,https://img.meituan.net/w.h/msmerchant/9cf4910700822c126551a9e474e168cf102680.png,22.2363,113.5506,47.0
